timestamp,device,input,value,poll_hz
1778241813.3546727,rock_candy_switch,LX,-0.015625,203.99
1778241813.3546743,rock_candy_switch,LY,0.0,203.99
1778241813.3596272,rock_candy_switch,LX,0.0,203.95
1778241813.3596294,rock_candy_switch,LY,0.0078125,203.95
1778241813.3646624,rock_candy_switch,LX,-0.0078125,203.81
1778241813.3646643,rock_candy_switch,LY,0.015625,203.81
1778241813.3695912,rock_candy_switch,LX,-0.0078125,203.89
1778241813.3695939,rock_candy_switch,LY,-0.0078125,203.89
1778241813.3745677,rock_candy_switch,LX,-0.015625,203.8
1778241813.37457,rock_candy_switch,LY,0.015625,203.8
1778241813.3794348,rock_candy_switch,LX,0.015625,203.78
1778241813.3794367,rock_candy_switch,LY,0.015625,203.78
1778241813.3843722,rock_candy_switch,LX,0.015625,203.74
1778241813.3843746,rock_candy_switch,LY,-0.015625,203.74
1778241813.389258,rock_candy_switch,LX,-0.015625,203.76
1778241813.3892598,rock_candy_switch,LY,0.015625,203.76
1778241813.394238,rock_candy_switch,LX,0.0,203.71
1778241813.39424,rock_candy_switch,LY,-0.015625,203.71
1778241813.3990805,rock_candy_switch,LX,0.0,203.75
1778241813.3990822,rock_candy_switch,LY,0.0,203.75
1778241813.4040298,rock_candy_switch,LX,-0.0078125,203.74
1778241813.4040322,rock_candy_switch,LY,0.0078125,203.74
1778241813.4080071,rock_candy_switch,LX,-0.015625,204.39
1778241813.4080093,rock_candy_switch,LY,0.0,204.39
1778241813.4130135,rock_candy_switch,LX,0.015625,204.31
1778241813.4130156,rock_candy_switch,LY,-0.015625,204.31
1778241813.41806,rock_candy_switch,LX,0.015625,204.21
1778241813.418062,rock_candy_switch,LY,0.0078125,204.21
1778241813.4230254,rock_candy_switch,LX,0.015625,204.16
1778241813.4230275,rock_candy_switch,LY,0.0078125,204.16
1778241813.4281266,rock_candy_switch,LX,0.015625,204.03
1778241813.4281285,rock_candy_switch,LY,-0.0078125,204.03
1778241813.4331315,rock_candy_switch,LX,0.0078125,203.96
1778241813.4331331,rock_candy_switch,LY,0.015625,203.96
1778241813.4381301,rock_candy_switch,LX,0.015625,203.9
1778241813.4381323,rock_candy_switch,LY,-0.0078125,203.9
1778241813.4430828,rock_candy_switch,LX,0.0,203.86
1778241813.4430845,rock_candy_switch,LY,-0.015625,203.86
1778241813.448171,rock_candy_switch,LX,0.0,203.75
1778241813.448173,rock_candy_switch,LY,-0.015625,203.75
1778241813.4531164,rock_candy_switch,LX,-0.015625,203.73
1778241813.4531188,rock_candy_switch,LY,-0.015625,203.73
1778241813.4581223,rock_candy_switch,LX,0.0078125,203.67
1778241813.4581249,rock_candy_switch,LY,0.0,203.67
1778241813.4630919,rock_candy_switch,LX,0.0,203.63
1778241813.463094,rock_candy_switch,LY,0.0078125,203.63
1778241813.4681978,rock_candy_switch,LX,0.0,203.52
1778241813.4682004,rock_candy_switch,LY,-0.0078125,203.52
1778241813.4732008,rock_candy_switch,LX,0.015625,203.47
1778241813.473203,rock_candy_switch,LY,0.0,203.47
1778241813.4781644,rock_candy_switch,LX,0.0,203.44
1778241813.4781663,rock_candy_switch,LY,0.015625,203.44
1778241813.4832103,rock_candy_switch,LX,-0.015625,203.36
1778241813.4832282,rock_candy_switch,LY,-0.015625,203.36
1778241813.488244,rock_candy_switch,LX,0.0,203.3
1778241813.4882462,rock_candy_switch,LY,0.0,203.3
1778241813.4933672,rock_candy_switch,LX,-0.0078125,203.19
1778241813.4933696,rock_candy_switch,LY,-0.015625,203.19
1778241813.498242,rock_candy_switch,LX,0.0,203.21
1778241813.498244,rock_candy_switch,LY,-0.0078125,203.21
1778241813.503229,rock_candy_switch,LX,0.015625,203.18
1778241813.5032308,rock_candy_switch,LY,0.0078125,203.18
1778241813.5081527,rock_candy_switch,LX,0.015625,203.18
1778241813.5081553,rock_candy_switch,LY,0.0078125,203.18
1778241813.5130684,rock_candy_switch,LX,0.0,203.18
1778241813.5130706,rock_candy_switch,LY,0.0078125,203.18
1778241813.5179787,rock_candy_switch,LX,-0.015625,203.19
1778241813.5179806,rock_candy_switch,LY,0.0,203.19
1778241813.5230122,rock_candy_switch,LX,0.0078125,203.13
1778241813.523015,rock_candy_switch,LY,0.0,203.13
1778241813.5279765,rock_candy_switch,LX,-0.0078125,203.12
1778241813.527979,rock_candy_switch,LY,0.0,203.12
1778241813.5329607,rock_candy_switch,LX,0.0078125,203.08
1778241813.5329628,rock_candy_switch,LY,0.0078125,203.08
1778241813.5381107,rock_candy_switch,LX,-0.0078125,202.97
1778241813.538113,rock_candy_switch,LY,-0.015625,202.97
1778241813.5430837,rock_candy_switch,LX,0.0,202.94
1778241813.5430858,rock_candy_switch,LY,0.015625,202.94
1778241813.548102,rock_candy_switch,LX,0.0,202.9
1778241813.5481043,rock_candy_switch,LY,0.0,202.9
1778241813.5530212,rock_candy_switch,LX,-0.015625,202.91
1778241813.5530238,rock_candy_switch,LY,0.015625,202.91
1778241813.558112,rock_candy_switch,LX,-0.015625,202.84
1778241813.5581143,rock_candy_switch,LY,-0.015625,202.84
1778241813.563133,rock_candy_switch,LX,-0.015625,202.79
1778241813.5631351,rock_candy_switch,LY,-0.015625,202.79
1778241813.5681202,rock_candy_switch,LX,0.015625,202.76
1778241813.5681224,rock_candy_switch,LY,0.0078125,202.76
1778241813.5730577,rock_candy_switch,LX,-0.0078125,202.76
1778241813.5730596,rock_candy_switch,LY,-0.015625,202.76
1778241813.5780475,rock_candy_switch,LX,-0.0078125,202.73
1778241813.57805,rock_candy_switch,LY,0.0,202.73
1778241813.5830023,rock_candy_switch,LX,-0.015625,202.72
1778241813.5830045,rock_candy_switch,LY,-0.0078125,202.72
1778241813.588007,rock_candy_switch,LX,-0.015625,202.69
1778241813.5880089,rock_candy_switch,LY,0.015625,202.69
1778241813.5930123,rock_candy_switch,LX,-0.0078125,202.67
1778241813.5930142,rock_candy_switch,LY,0.015625,202.67
1778241813.5979178,rock_candy_switch,LX,-0.0078125,202.67
1778241813.5979195,rock_candy_switch,LY,0.0078125,202.67
1778241813.6029956,rock_candy_switch,LX,0.015625,202.62
1778241813.602998,rock_candy_switch,LY,-0.0078125,202.62
1778241813.608012,rock_candy_switch,LX,0.0,202.58
1778241813.608014,rock_candy_switch,LY,0.0078125,202.58
1778241813.6128957,rock_candy_switch,LX,-0.015625,202.6
1778241813.6128979,rock_candy_switch,LY,0.0078125,202.6
1778241813.6179833,rock_candy_switch,LX,-0.015625,202.54
1778241813.6179855,rock_candy_switch,LY,-0.0078125,202.54
1778241813.622933,rock_candy_switch,LX,-0.015625,202.53
1778241813.6229348,rock_candy_switch,LY,0.0078125,202.53
1778241813.6278882,rock_candy_switch,LX,0.0,202.53
1778241813.62789,rock_candy_switch,LY,-0.015625,202.53
1778241813.6329088,rock_candy_switch,LX,0.0,202.49
1778241813.6329112,rock_candy_switch,LY,-0.0078125,202.49
1778241813.6378012,rock_candy_switch,LX,0.0,202.51
1778241813.6378038,rock_candy_switch,LY,0.0078125,202.51
1778241813.6426246,rock_candy_switch,LX,-0.015625,202.57
1778241813.6426265,rock_candy_switch,LY,-0.015625,202.57
1778241813.6476486,rock_candy_switch,LX,0.0,202.53
1778241813.6476507,rock_candy_switch,LY,-0.0078125,202.53
1778241813.65258,rock_candy_switch,LX,0.015625,202.54
1778241813.6525822,rock_candy_switch,LY,0.0078125,202.54
1778241813.6577146,rock_candy_switch,LX,-0.0078125,202.45
1778241813.6577172,rock_candy_switch,LY,0.0078125,202.45
1778241813.662707,rock_candy_switch,LX,-0.015625,202.44
1778241813.6627092,rock_candy_switch,LY,0.0078125,202.44
1778241813.6676931,rock_candy_switch,LX,0.0078125,202.41
1778241813.6676948,rock_candy_switch,LY,-0.0078125,202.41
1778241813.6725984,rock_candy_switch,LX,0.015625,202.43
1778241813.672601,rock_candy_switch,LY,-0.0078125,202.43
1778241813.6773322,rock_candy_switch,LX,-0.015625,202.5
1778241813.6773345,rock_candy_switch,LY,0.0,202.5
1778241813.682349,rock_candy_switch,LX,-0.0078125,202.47
1778241813.6823509,rock_candy_switch,LY,0.0078125,202.47
1778241813.687184,rock_candy_switch,LX,-0.0078125,202.51
1778241813.6871862,rock_candy_switch,LY,-0.0078125,202.51
1778241813.6920938,rock_candy_switch,LX,0.0078125,202.52
1778241813.6920965,rock_candy_switch,LY,0.015625,202.52
1778241813.6970901,rock_candy_switch,LX,0.015625,202.51
1778241813.6970923,rock_candy_switch,LY,0.0,202.51
1778241813.7020879,rock_candy_switch,LX,0.015625,202.48
1778241813.70209,rock_candy_switch,LY,-0.015625,202.48
1778241813.7070978,rock_candy_switch,LX,-0.015625,202.47
1778241813.7070997,rock_candy_switch,LY,-0.0078125,202.47
1778241813.7120507,rock_candy_switch,LX,-0.0078125,202.45
1778241813.7120526,rock_candy_switch,LY,0.0,202.45
1778241813.717106,rock_candy_switch,LX,-0.0078125,202.42
1778241813.7171087,rock_candy_switch,LY,0.015625,202.42
1778241813.7220786,rock_candy_switch,LX,-0.0078125,202.4
1778241813.7220836,rock_candy_switch,LY,-0.015625,202.4
1778241813.727135,rock_candy_switch,LX,0.0078125,202.37
1778241813.7271376,rock_candy_switch,LY,-0.015625,202.37
1778241813.7321153,rock_candy_switch,LX,-0.015625,202.35
1778241813.7321174,rock_candy_switch,LY,-0.0078125,202.35
1778241813.737025,rock_candy_switch,LX,0.0078125,202.36
1778241813.7370272,rock_candy_switch,LY,0.0,202.36
1778241813.7420354,rock_candy_switch,LX,-0.015625,202.34
1778241813.742038,rock_candy_switch,LY,0.0,202.34
1778241813.7470012,rock_candy_switch,LX,0.015625,202.33
1778241813.7470033,rock_candy_switch,LY,0.0,202.33
1778241813.7518091,rock_candy_switch,LX,-0.0078125,202.37
1778241813.751811,rock_candy_switch,LY,-0.015625,202.37
1778241813.7566774,rock_candy_switch,LX,0.0,202.4
1778241813.7566795,rock_candy_switch,LY,0.0078125,202.4
1778241813.7616851,rock_candy_switch,LX,0.0,202.38
1778241813.7616873,rock_candy_switch,LY,0.0,202.38
1778241813.7666528,rock_candy_switch,LX,-0.0078125,202.37
1778241813.766655,rock_candy_switch,LY,0.0078125,202.37
1778241813.7716277,rock_candy_switch,LX,0.015625,202.36
1778241813.77163,rock_candy_switch,LY,0.0,202.36
1778241813.7765539,rock_candy_switch,LX,-0.0078125,202.37
1778241813.7765558,rock_candy_switch,LY,-0.015625,202.37
1778241813.7813244,rock_candy_switch,LX,0.015625,202.41
1778241813.7813263,rock_candy_switch,LY,-0.015625,202.41
1778241813.786253,rock_candy_switch,LX,0.015625,202.42
1778241813.7862551,rock_candy_switch,LY,0.015625,202.42
1778241813.791178,rock_candy_switch,LX,0.015625,202.42
1778241813.7911804,rock_candy_switch,LY,-0.015625,202.42
1778241813.796097,rock_candy_switch,LX,0.0078125,202.43
1778241813.7960992,rock_candy_switch,LY,0.0078125,202.43
1778241813.8010647,rock_candy_switch,LX,0.0078125,202.43
1778241813.8010674,rock_candy_switch,LY,-0.015625,202.43
1778241813.8060722,rock_candy_switch,LX,0.0,202.4
1778241813.8060744,rock_candy_switch,LY,0.015625,202.4
1778241813.8110783,rock_candy_switch,LX,-0.0078125,202.38
1778241813.8110807,rock_candy_switch,LY,0.015625,202.38
1778241813.8160567,rock_candy_switch,LX,-0.0078125,202.37
1778241813.8160586,rock_candy_switch,LY,0.0,202.37
1778241813.8211215,rock_candy_switch,LX,-0.015625,202.34
1778241813.8211238,rock_candy_switch,LY,-0.015625,202.34
1778241813.826033,rock_candy_switch,LX,-0.015625,202.34
1778241813.8260353,rock_candy_switch,LY,-0.015625,202.34
1778241813.8308804,rock_candy_switch,LX,-0.015625,202.37
1778241813.8308825,rock_candy_switch,LY,-0.0078125,202.37
1778241813.8358524,rock_candy_switch,LX,-0.0078125,202.36
1778241813.8358545,rock_candy_switch,LY,0.0,202.36
1778241813.8407602,rock_candy_switch,LX,0.0078125,202.37
1778241813.8407624,rock_candy_switch,LY,0.015625,202.37
1778241813.8456893,rock_candy_switch,LX,0.015625,202.38
1778241813.8456914,rock_candy_switch,LY,0.0,202.38
1778241813.8506584,rock_candy_switch,LX,-0.0078125,202.37
1778241813.8506603,rock_candy_switch,LY,-0.0078125,202.37
1778241813.8555846,rock_candy_switch,LX,0.015625,202.37
1778241813.8555863,rock_candy_switch,LY,0.0078125,202.37
1778241813.8605068,rock_candy_switch,LX,-0.015625,202.39
1778241813.860509,rock_candy_switch,LY,-0.015625,202.39
1778241813.8654842,rock_candy_switch,LX,0.015625,202.38
1778241813.8654864,rock_candy_switch,LY,0.0078125,202.38
1778241813.8703892,rock_candy_switch,LX,0.0,202.38
1778241813.8703918,rock_candy_switch,LY,0.0078125,202.38
1778241813.8753753,rock_candy_switch,LX,-0.015625,202.36
1778241813.8753774,rock_candy_switch,LY,0.0,202.36
1778241813.880267,rock_candy_switch,LX,-0.015625,202.38
1778241813.880269,rock_candy_switch,LY,0.015625,202.38
1778241813.8851638,rock_candy_switch,LX,-0.015625,202.39
1778241813.8851655,rock_candy_switch,LY,-0.0078125,202.39
1778241813.8900368,rock_candy_switch,LX,0.0078125,202.41
1778241813.8900387,rock_candy_switch,LY,0.0,202.41
1778241813.895109,rock_candy_switch,LX,0.0078125,202.37
1778241813.8951108,rock_candy_switch,LY,-0.015625,202.37
1778241813.90008,rock_candy_switch,LX,-0.015625,202.37
1778241813.9000819,rock_candy_switch,LY,-0.015625,202.37
1778241813.9050627,rock_candy_switch,LX,-0.0078125,202.36
1778241813.9050822,rock_candy_switch,LY,-0.0078125,202.36
1778241813.9099889,rock_candy_switch,LX,0.0,202.36
1778241813.9099905,rock_candy_switch,LY,0.0,202.36
1778241813.9149058,rock_candy_switch,LX,-0.0078125,202.37
1778241813.9149082,rock_candy_switch,LY,0.0,202.37
1778241813.919842,rock_candy_switch,LX,0.015625,202.37
1778241813.9198442,rock_candy_switch,LY,0.015625,202.37
1778241813.9247072,rock_candy_switch,LX,-0.015625,202.39
1778241813.924709,rock_candy_switch,LY,-0.0078125,202.39
1778241813.9297578,rock_candy_switch,LX,-0.015625,202.37
1778241813.9297602,rock_candy_switch,LY,0.015625,202.37
1778241813.934651,rock_candy_switch,LX,0.0078125,202.37
1778241813.9346526,rock_candy_switch,LY,0.015625,202.37
1778241813.9396453,rock_candy_switch,LX,0.0078125,202.36
1778241813.9396472,rock_candy_switch,LY,0.015625,202.36
1778241813.9445698,rock_candy_switch,LX,-0.0078125,202.37
1778241813.9445722,rock_candy_switch,LY,-0.0078125,202.37
1778241813.9496617,rock_candy_switch,LX,0.0078125,202.37
1778241813.9496646,rock_candy_switch,LY,-0.015625,202.37
1778241813.9546704,rock_candy_switch,LX,-0.0078125,202.32
1778241813.954672,rock_candy_switch,LY,0.0,202.32
1778241813.9596608,rock_candy_switch,LX,-0.015625,202.3
1778241813.959663,rock_candy_switch,LY,0.0,202.3
1778241813.9646707,rock_candy_switch,LX,0.0,202.29
1778241813.9646728,rock_candy_switch,LY,0.0,202.29
1778241813.9697282,rock_candy_switch,LX,0.0078125,202.26
1778241813.9697306,rock_candy_switch,LY,0.0,202.26
1778241813.9748855,rock_candy_switch,LX,-0.015625,202.21
1778241813.9748874,rock_candy_switch,LY,-0.0078125,202.21
1778241813.9798543,rock_candy_switch,LX,-0.0078125,202.2
1778241813.9798567,rock_candy_switch,LY,0.0078125,202.2
1778241813.98486,rock_candy_switch,LX,-0.0078125,202.19
1778241813.9848626,rock_candy_switch,LY,-0.0078125,202.19
1778241813.989887,rock_candy_switch,LX,-0.015625,202.17
1778241813.9898894,rock_candy_switch,LY,-0.0078125,202.17
1778241813.9948983,rock_candy_switch,LX,-0.0078125,202.15
1778241813.9949005,rock_candy_switch,LY,0.0078125,202.15
1778241813.9998877,rock_candy_switch,LX,0.0078125,202.15
1778241813.9998899,rock_candy_switch,LY,-0.015625,202.15
1778241814.0048442,rock_candy_switch,LX,0.015625,202.14
1778241814.004846,rock_candy_switch,LY,0.0,202.14
1778241814.0098083,rock_candy_switch,LX,0.0,202.14
1778241814.0098107,rock_candy_switch,LY,-0.015625,202.14
1778241814.0149238,rock_candy_switch,LX,-0.0078125,202.1
1778241814.0149262,rock_candy_switch,LY,0.0078125,202.1
1778241814.0198996,rock_candy_switch,LX,-0.0078125,202.09
1778241814.019902,rock_candy_switch,LY,-0.015625,202.09
1778241814.0249834,rock_candy_switch,LX,0.015625,202.06
1778241814.024986,rock_candy_switch,LY,-0.015625,202.06
1778241814.0299537,rock_candy_switch,LX,-0.015625,202.06
1778241814.0299559,rock_candy_switch,LY,-0.015625,202.06
1778241814.0348885,rock_candy_switch,LX,0.0078125,202.06
1778241814.0348904,rock_candy_switch,LY,0.0078125,202.06
1778241814.0398462,rock_candy_switch,LX,0.0078125,202.06
1778241814.0398479,rock_candy_switch,LY,0.0078125,202.06
1778241814.044877,rock_candy_switch,LX,0.0078125,202.04
1778241814.0448794,rock_candy_switch,LY,-0.015625,202.04
1778241814.0498455,rock_candy_switch,LX,-0.0078125,202.04
1778241814.0498478,rock_candy_switch,LY,0.0078125,202.04
1778241814.0549405,rock_candy_switch,LX,-0.0078125,202.0
1778241814.0549424,rock_candy_switch,LY,-0.0078125,202.0
1778241814.0599089,rock_candy_switch,LX,0.0078125,202.0
1778241814.0599115,rock_candy_switch,LY,0.0078125,202.0
1778241814.0649025,rock_candy_switch,LX,0.015625,201.99
1778241814.0649045,rock_candy_switch,LY,0.0078125,201.99
1778241814.0698814,rock_candy_switch,LX,-0.015625,201.99
1778241814.0698836,rock_candy_switch,LY,-0.0078125,201.99
1778241814.074964,rock_candy_switch,LX,0.015625,201.96
1778241814.074966,rock_candy_switch,LY,-0.0078125,201.96
1778241814.0799456,rock_candy_switch,LX,0.0078125,201.95
1778241814.0799477,rock_candy_switch,LY,0.015625,201.95
1778241814.08489,rock_candy_switch,LX,-0.015625,201.95
1778241814.0848918,rock_candy_switch,LY,-0.015625,201.95
1778241814.08982,rock_candy_switch,LX,0.0078125,201.96
1778241814.089822,rock_candy_switch,LY,0.0,201.96
1778241814.0948262,rock_candy_switch,LX,0.0078125,201.96
1778241814.0948281,rock_candy_switch,LY,0.0,201.96
1778241814.099867,rock_candy_switch,LX,0.015625,201.93
1778241814.0998697,rock_candy_switch,LY,0.015625,201.93
1778241814.1048298,rock_candy_switch,LX,-0.0078125,201.93
1778241814.104832,rock_candy_switch,LY,0.0078125,201.93
1778241814.1097941,rock_candy_switch,LX,0.0,201.92
1778241814.1097958,rock_candy_switch,LY,0.0078125,201.92
1778241814.114858,rock_candy_switch,LX,0.0,201.9
1778241814.11486,rock_candy_switch,LY,-0.0078125,201.9
1778241814.1197891,rock_candy_switch,LX,-0.0078125,201.91
1778241814.119791,rock_candy_switch,LY,0.0078125,201.91
1778241814.1247845,rock_candy_switch,LX,-0.0078125,201.9
1778241814.1247861,rock_candy_switch,LY,0.0078125,201.9
1778241814.1297612,rock_candy_switch,LX,0.015625,201.89
1778241814.1297638,rock_candy_switch,LY,0.0078125,201.89
1778241814.1346653,rock_candy_switch,LX,-0.015625,201.9
1778241814.1346672,rock_candy_switch,LY,-0.015625,201.9
1778241814.139508,rock_candy_switch,LX,0.0078125,201.92
1778241814.13951,rock_candy_switch,LY,-0.0078125,201.92
1778241814.1444423,rock_candy_switch,LX,0.0,201.93
1778241814.1444447,rock_candy_switch,LY,-0.0078125,201.93
1778241814.1493628,rock_candy_switch,LX,-0.0078125,201.93
1778241814.1493647,rock_candy_switch,LY,0.0,201.93
1778241814.1543143,rock_candy_switch,LX,0.015625,201.93
1778241814.1543162,rock_candy_switch,LY,0.0078125,201.93
1778241814.1592546,rock_candy_switch,LX,0.015625,201.94
1778241814.159257,rock_candy_switch,LY,-0.015625,201.94
1778241814.1642263,rock_candy_switch,LX,0.0078125,201.93
1778241814.1642287,rock_candy_switch,LY,-0.0078125,201.93
1778241814.1692612,rock_candy_switch,LX,0.0078125,201.92
1778241814.1692631,rock_candy_switch,LY,0.0,201.92
1778241814.1742384,rock_candy_switch,LX,0.015625,201.91
1778241814.1742408,rock_candy_switch,LY,-0.015625,201.91
1778241814.1792943,rock_candy_switch,LX,0.015625,201.89
1778241814.1792967,rock_candy_switch,LY,0.015625,201.89
1778241814.184045,rock_candy_switch,LX,0.0078125,201.93
1778241814.1840472,rock_candy_switch,LY,0.0078125,201.93
1778241814.189028,rock_candy_switch,LX,0.015625,201.92
1778241814.1890306,rock_candy_switch,LY,-0.015625,201.92
1778241814.1939814,rock_candy_switch,LX,0.0078125,201.93
1778241814.1939838,rock_candy_switch,LY,0.0,201.93
1778241814.1989255,rock_candy_switch,LX,-0.015625,201.93
1778241814.1989279,rock_candy_switch,LY,-0.0078125,201.93
1778241814.2039437,rock_candy_switch,LX,0.0078125,201.91
1778241814.2039459,rock_candy_switch,LY,0.015625,201.91
1778241814.208887,rock_candy_switch,LX,0.0,201.92
1778241814.2088904,rock_candy_switch,LY,-0.0078125,201.92
1778241814.2138684,rock_candy_switch,LX,0.0,201.91
1778241814.2138703,rock_candy_switch,LY,0.0078125,201.91
1778241814.2189455,rock_candy_switch,LX,0.0,201.89
1778241814.218948,rock_candy_switch,LY,-0.015625,201.89
1778241814.2240546,rock_candy_switch,LX,-0.0078125,201.86
1778241814.2240565,rock_candy_switch,LY,-0.015625,201.86
1778241814.2289388,rock_candy_switch,LX,0.0078125,201.87
1778241814.2289407,rock_candy_switch,LY,0.0,201.87
1778241814.2339168,rock_candy_switch,LX,-0.015625,201.87
1778241814.233919,rock_candy_switch,LY,0.0078125,201.87
1778241814.238232,rock_candy_switch,LX,-0.015625,201.99
1778241814.238234,rock_candy_switch,LY,0.0078125,201.99
1778241814.243299,rock_candy_switch,LX,-0.015625,201.96
1778241814.2433014,rock_candy_switch,LY,0.0078125,201.96
1778241814.2481399,rock_candy_switch,LX,0.0078125,201.98
1778241814.248142,rock_candy_switch,LY,-0.015625,201.98
1778241814.2530406,rock_candy_switch,LX,0.0078125,201.99
1778241814.2530425,rock_candy_switch,LY,0.0078125,201.99
1778241814.2580607,rock_candy_switch,LX,-0.0078125,201.98
